,Status,Number_of_Properties,Consent,Minor_Variance,Official_Plan_Rezoning,Site_Plan_Application,lat,lon,Council,Average_Income,Secondary_Plan,Business_Improvement_Area,Site_and_Area_Specific_Policy,Zoning_Category
393,Approved,One Property,0,1,0,0,43.72951759792489,-79.53640035832123,Etobicoke York Community Council,39003,0,0,0,Residential
394,Approved,One Property,1,0,0,0,43.7038315,-79.5181758,Etobicoke York Community Council,32997,0,0,1,Residential
395,Denied,One Property,0,1,0,0,43.66470148947369,-79.47016707368421,Toronto and East York Community Council,49709,0,0,0,Residential
396,Approved,One Property,0,1,0,0,43.766253,-79.2821824,Scarborough Community Council,31692,0,1,0,Commercial Residential
397,Approved,One Property,0,1,0,0,43.65151623076923,-79.39468653846154,Toronto and East York Community Council,37422,0,0,0,Residential
398,Approved,One Property,0,1,0,0,43.650352,-79.54086384197531,Etobicoke York Community Council,52787,0,0,0,Residential
399,Approved,One Property,0,1,0,0,43.7088484,-79.4392051,North York Community Council,48134,0,0,0,Residential
400,Denied,One Property,0,1,0,0,43.75649676224811,-79.33719410035344,North York Community Council,42516,0,0,0,Residential
401,Denied,One Property,0,1,0,0,43.6430565,-79.50792742196029,Etobicoke York Community Council,64140,0,0,0,Residential
402,Denied,One Property,0,1,0,0,43.71230262727273,-79.41484277878789,North York Community Council,169203,0,0,0,Residential
403,Approved,One Property,0,1,0,0,43.66664974117647,-79.42625377647059,Toronto and East York Community Council,39740,0,0,0,Residential
404,Approved,One Property,0,1,0,0,43.758665,-79.5778008,Etobicoke York Community Council,30731,0,0,0,Residential
405,Approved,One Property,0,1,0,0,43.61126762,-79.53939179999999,Etobicoke York Community Council,47709,0,0,0,Residential
406,Approved,One Property,0,1,0,0,43.7306774,-79.4302948,North York Community Council,123077,0,0,0,Residential
407,Approved,One Property,0,1,0,0,43.70700874375,-79.31628789375,Toronto and East York Community Council,43907,0,0,0,Residential
408,Denied,One Property,0,1,0,0,43.74729186666667,-79.39251566666667,North York Community Council,100516,0,0,0,Residential
409,Approved,More Than One Property,0,0,0,1,43.78762082068965,-79.18472405517241,Scarborough Community Council,40972,1,0,0,Residential
410,Approved,One Property,0,0,0,1,43.7357822,-79.6131554,Etobicoke York Community Council,31771,0,0,0,Employment Industrial
411,Approved,One Property,1,0,0,0,43.775122,-79.4043963,North York Community Council,45326,0,0,0,Residential
412,Approved,One Property,1,0,0,0,43.7066326,-79.2525228,Scarborough Community Council,54360,0,0,0,Residential
413,Denied,One Property,0,1,0,0,43.79806085281097,-79.14783605947183,Scarborough Community Council,39556,0,0,0,Commercial Residential
414,Approved,One Property,1,1,0,0,43.68053471428571,-79.49109720714286,Etobicoke York Community Council,34059,0,0,0,Residential
415,Denied,One Property,0,0,1,0,43.7509106,-79.375709,North York Community Council,100516,0,0,0,Residential
416,Approved,One Property,0,0,0,1,43.62145915,-79.54758123255718,Etobicoke York Community Council,52787,0,0,0,Employment Industrial
417,Approved,One Property,1,1,0,0,43.716088,-79.2345693,Scarborough Community Council,44718,0,0,0,Residential
418,Denied,One Property,0,1,0,0,43.7257192375,-79.405126725,North York Community Council,111730,0,0,0,Residential
419,Denied,More Than One Property,0,0,1,0,43.6598952,-79.3573537,Toronto and East York Community Council,34597,1,0,0,Commercial Residential
421,Denied,One Property,0,0,1,0,43.71149395,-79.39386607766603,North York Community Council,57039,1,0,0,Residential
422,Denied,One Property,0,1,0,0,43.7773638,-79.3756372,North York Community Council,52035,0,0,0,Residential
423,Denied,One Property,0,1,0,0,43.67808541666666,-79.380260475,Toronto and East York Community Council,207903,0,0,0,Residential
424,Approved,One Property,1,0,0,0,43.71610483575397,-79.53115206297458,Etobicoke York Community Council,39003,0,0,0,Residential
425,Denied,One Property,0,1,0,0,43.7147687,-79.4174512,North York Community Council,169203,0,0,0,Residential
426,Denied,One Property,0,1,0,0,43.74280021978283,-79.58040371656791,Etobicoke York Community Council,32815,0,0,0,Residential
427,Approved,One Property,1,0,0,0,43.6020784,-79.5443067,Etobicoke York Community Council,47709,0,0,0,Commercial Residential
428,Denied,One Property,0,1,0,0,43.77328479306842,-79.24703239828844,Scarborough Community Council,30878,1,0,0,Commercial Residential
429,Denied,One Property,0,1,0,0,43.689364,-79.3920971,Toronto and East York Community Council,207903,1,0,0,Residential
430,Denied,One Property,0,1,0,0,43.6982975,-79.42743835,Toronto and East York Community Council,65274,0,0,0,Residential
431,Approved,One Property,0,1,0,0,43.64398691875,-79.45512721875001,Toronto and East York Community Council,71204,0,0,0,Residential
432,Denied,One Property,0,1,0,0,43.705897775,-79.44088575,North York Community Council,38527,0,0,0,Residential
433,Approved,More Than One Property,1,0,0,0,43.685752875,-79.48788435,Etobicoke York Community Council,30827,0,1,1,Residential
434,Approved,One Property,1,1,0,0,43.70942,-79.2919605,Scarborough Community Council,36232,0,0,0,Residential
435,Denied,One Property,1,1,0,0,43.61569073333333,-79.4930645,Etobicoke York Community Council,54438,0,0,0,Residential
436,Denied,More Than One Property,0,0,1,1,43.7063563,-79.401419925,North York Community Council,89330,1,0,0,Commercial Residential
437,Denied,One Property,0,0,1,0,43.7244504,-79.379401,North York Community Council,308010,0,0,0,Residential
438,Denied,One Property,0,1,0,0,43.69513474285714,-79.34533090000001,Toronto and East York Community Council,53315,0,0,0,Residential
439,Approved,One Property,0,1,0,0,43.746504575,-79.323593675,North York Community Council,42516,0,0,0,Residential
440,Denied,One Property,1,0,0,0,43.76970604285714,-79.42214388571429,North York Community Council,44576,0,0,0,Residential
441,Denied,One Property,0,1,0,0,43.6586121996278,-79.52447477284164,Etobicoke York Community Council,101551,0,0,0,Residential
443,Approved,One Property,1,0,0,0,43.741148,-79.31260577727272,North York Community Council,35786,0,0,0,Residential Apartment
444,Approved,One Property,1,0,0,0,43.708342025,-79.29232855,Scarborough Community Council,36232,0,0,0,Residential
445,Approved,One Property,0,1,0,0,43.7811259,-79.3230103,Scarborough Community Council,31826,0,0,0,Residential
446,Approved,One Property,1,1,0,0,43.691863,-79.3224651,Toronto and East York Community Council,51846,0,0,0,Residential
447,Denied,One Property,0,1,0,0,43.68959270000001,-79.33377014999999,Toronto and East York Community Council,51846,0,0,0,Residential
449,Approved,One Property,1,0,0,0,43.68763705490646,-79.45868270775915,Toronto and East York Community Council,35112,0,0,0,Residential
450,Denied,One Property,1,1,0,0,43.68921,-79.50461335,Etobicoke York Community Council,30827,0,0,0,Residential
451,Approved,One Property,0,1,0,0,43.6941226,-79.4578896,North York Community Council,34768,0,0,0,Commercial Residential
452,Approved,More Than One Property,1,1,0,0,43.7074343,-79.25795685652174,Scarborough Community Council,54360,0,0,0,Residential
453,Approved,One Property,1,1,0,0,43.7508282,-79.4039688,North York Community Council,100516,0,0,0,Residential
454,Denied,One Property,0,1,0,0,43.71650608461538,-79.39019596153845,North York Community Council,85340,1,0,0,Residential
455,Approved,More Than One Property,0,0,0,1,43.7111609,-79.3938061,North York Community Council,57039,1,0,0,Residential
456,Denied,One Property,0,1,0,0,43.67098692857143,-79.43269254285714,Toronto and East York Community Council,54460,0,0,1,Employment Industrial
456,Denied,One Property,0,1,0,0,43.67098692857143,-79.43269254285714,Toronto and East York Community Council,54460,0,0,1,Employment Industrial
457,Approved,One Property,0,0,1,0,43.64107946577413,-79.56528120806901,Etobicoke York Community Council,38255,0,0,0,Residential Apartment
458,Denied,One Property,0,1,0,0,43.59625036923077,-79.54445038461537,Etobicoke York Community Council,47709,0,0,0,Residential
459,Denied,One Property,0,1,0,0,43.6925574748936,-79.4270688649518,Toronto and East York Community Council,65274,0,0,0,Residential
460,Denied,One Property,0,1,0,0,43.72721567142857,-79.4121639,North York Community Council,111730,0,0,0,Residential
461,Approved,One Property,1,0,0,0,43.71735702573199,-79.23303328243794,Scarborough Community Council,44718,0,0,0,Residential
462,Denied,More Than One Property,0,0,1,1,43.6643889,-79.38304970558524,Toronto and East York Community Council,53583,0,0,1,Residential
463,Approved,One Property,0,1,0,0,43.704071,-79.388233,North York Community Council,85340,1,1,0,Commercial Residential
464,Denied,One Property,1,1,0,0,43.7360483,-79.4163928,North York Community Council,123077,0,0,0,Residential
465,Denied,More Than One Property,0,0,1,0,43.69944773702967,-79.51398424368364,Etobicoke York Community Council,32997,0,1,1,Residential Apartment
467,Denied,One Property,0,1,0,0,43.72970843333333,-79.40144626666667,North York Community Council,111730,0,0,0,Residential
468,Denied,One Property,0,1,0,0,43.6170283,-79.4937433,Etobicoke York Community Council,54438,0,0,0,Residential
469,Denied,One Property,0,1,0,0,43.6970466,-79.40328671488125,Toronto and East York Community Council,114174,0,0,0,Residential
470,Denied,More Than One Property,0,0,1,1,43.76917825,-79.37928823660906,North York Community Council,52035,1,0,0,Residential
471,Denied,More Than One Property,0,0,1,1,43.76906885,-79.37964439999999,North York Community Council,52035,1,0,0,Residential
472,Denied,One Property,0,0,1,1,43.721132,-79.3039049,North York Community Council,35786,0,0,1,Residential Apartment
473,Approved,One Property,0,1,0,0,43.70939626363636,-79.38210465454546,North York Community Council,85340,1,0,0,Residential
474,Denied,One Property,0,1,0,0,43.66704175384616,-79.30068422307693,Toronto and East York Community Council,92580,0,0,0,Residential
476,Denied,One Property,0,1,0,0,43.68772464713303,-79.37078898065577,Toronto and East York Community Council,207903,0,0,0,Residential
479,Denied,One Property,0,1,0,0,43.72600270487805,-79.40919143658536,North York Community Council,111730,0,0,0,Residential
480,Approved,More Than One Property,1,0,0,0,43.66620375714286,-79.36794392857142,Toronto and East York Community Council,63012,0,0,0,Residential
481,Approved,One Property,1,0,0,0,43.790346975,-79.17122635000001,Scarborough Community Council,40972,1,0,0,Residential
482,Approved,More Than One Property,0,0,1,0,43.7124107,-79.3997822,North York Community Council,89330,1,1,0,Commercial Residential
483,Approved,One Property,0,0,0,1,43.6987712,-79.38779995375253,Toronto and East York Community Council,57039,1,0,0,Residential
484,Denied,One Property,1,0,0,0,43.62685997142857,-79.49670535714286,Etobicoke York Community Council,64140,0,0,0,Residential
485,Approved,One Property,0,1,0,0,43.71191498292015,-79.40841243508252,North York Community Council,169203,0,0,0,Residential
486,Approved,One Property,0,1,0,0,43.7003394,-79.363493,North York Community Council,125564,0,0,0,Residential
487,Approved,One Property,0,1,0,0,43.7799138,-79.4271249,North York Community Council,34904,0,0,0,Residential
489,Approved,More Than One Property,0,0,0,1,43.6715676,-79.3884266,Toronto and East York Community Council,112766,0,1,1,Commercial Residential
489,Approved,More Than One Property,0,0,0,1,43.6715676,-79.3884266,Toronto and East York Community Council,112766,0,1,1,Commercial Residential
490,Approved,More Than One Property,0,0,0,1,43.65907205934872,-79.44517664787205,Toronto and East York Community Council,39740,0,0,0,Employment Industrial
491,Approved,One Property,1,0,0,0,43.59194759444445,-79.53910048888889,Etobicoke York Community Council,47384,0,0,0,Residential
492,Approved,One Property,1,0,0,0,43.73665,-79.56320645245559,Etobicoke York Community Council,32815,0,1,0,Commercial Residential
493,Denied,One Property,0,1,0,0,43.71554789603194,-79.43537977859954,North York Community Council,48134,0,0,0,Residential
494,Approved,One Property,0,1,0,0,43.7512803,-79.4474004,North York Community Council,51181,0,0,0,Residential
496,Approved,One Property,1,0,0,0,43.71420002109121,-79.4376527291009,North York Community Council,48134,0,0,0,Residential
497,Approved,One Property,1,0,0,0,43.708438275,-79.2926228625,Scarborough Community Council,36232,0,0,0,Residential
498,Denied,One Property,0,0,1,1,43.6821176,-79.4070212,Toronto and East York Community Council,165047,0,0,0,Residential
499,Approved,One Property,0,0,0,1,43.6445034,-79.41915926666667,Toronto and East York Community Council,50694,0,1,1,Commercial Residential
499,Approved,One Property,0,0,0,1,43.6445034,-79.41915926666667,Toronto and East York Community Council,50694,0,1,1,Commercial Residential
501,Approved,More Than One Property,0,0,0,1,43.6666992,-79.38497100000001,Toronto and East York Community Council,53583,0,0,1,Commercial Residential
502,Approved,One Property,1,0,0,0,43.6951663,-79.2664168,Scarborough Community Council,54360,0,0,0,Residential
503,Approved,One Property,0,1,0,0,43.70603062103365,-79.41354648496363,North York Community Council,169203,1,0,0,Residential
504,Denied,One Property,1,1,0,0,43.70480105,-79.28998355,Scarborough Community Council,36232,0,0,0,Residential
505,Approved,More Than One Property,0,0,0,1,43.6650414,-79.4600498,Toronto and East York Community Council,49709,0,0,1,Commercial Residential
506,Approved,One Property,0,1,0,0,43.77814383333333,-79.39889213333333,North York Community Council,45326,0,0,0,Residential
507,Denied,More Than One Property,0,0,1,0,43.7189628,-79.2399565,Scarborough Community Council,44718,0,0,0,Commercial Residential
508,Approved,More Than One Property,0,0,1,0,43.7368979,-79.2451323,Scarborough Community Council,30033,0,0,0,Commercial Residential
509,Approved,One Property,1,1,0,0,43.76503450385741,-79.4645048229953,North York Community Council,45936,0,0,0,Residential
510,Approved,One Property,0,0,0,1,43.680065,-79.4325395,Toronto and East York Community Council,54460,0,1,1,Commercial Residential
511,Approved,One Property,0,1,0,0,43.7550488,-79.3407421,North York Community Council,42516,0,0,0,Residential
513,Approved,One Property,0,1,0,0,43.71526936636133,-79.39625711196227,North York Community Council,85340,1,0,0,Residential
514,Approved,One Property,0,1,0,0,43.72389051174915,-79.39278259938646,North York Community Council,169203,0,0,0,Residential
515,Denied,More Than One Property,0,0,1,0,43.647029,-79.51028330684812,Etobicoke York Community Council,64140,0,0,0,Residential
516,Approved,One Property,0,1,0,0,43.70985554883721,-79.40497058837208,North York Community Council,89330,1,0,0,Residential
517,Approved,One Property,0,0,0,1,43.6109321,-79.5259866,Etobicoke York Community Council,54438,0,0,0,Employment Industrial
518,Approved,More Than One Property,0,0,1,0,43.661841,-79.385198,Toronto and East York Community Council,56526,0,1,1,Commercial Residential
519,Approved,One Property,0,0,1,0,43.6794414,-79.5470293,Etobicoke York Community Council,44177,0,0,0,Commercial Residential
520,Approved,One Property,1,0,0,0,43.7255256,-79.2268688,Scarborough Community Council,44718,0,0,0,Residential
521,Approved,One Property,0,1,0,0,43.73128323978328,-79.40640334982955,North York Community Council,111730,0,0,0,Residential
522,Approved,More Than One Property,1,1,0,0,43.7252837,-79.399348,North York Community Council,169203,0,0,0,Residential
523,Denied,More Than One Property,0,0,1,0,43.653601,-79.373354,Toronto and East York Community Council,53583,0,1,0,Commercial Residential
524,Denied,One Property,0,1,0,0,43.66667976846338,-79.51683411742756,Etobicoke York Community Council,101551,0,0,0,Residential
525,Denied,One Property,1,1,0,0,43.6034507,-79.54125156666666,Etobicoke York Community Council,47709,0,0,0,Residential
526,Denied,One Property,0,1,0,0,43.66000705660377,-79.37018132075472,Toronto and East York Community Council,58915,0,0,0,Residential
527,Denied,One Property,0,0,1,0,43.7074899,-79.3955443,Toronto and East York Community Council,57039,1,0,0,Commercial Residential
528,Approved,One Property,0,1,0,0,43.70405254,-79.41611524,North York Community Council,169203,1,0,0,Residential
529,Approved,One Property,0,1,0,0,43.77068756151122,-79.35518460921719,North York Community Council,36359,1,0,0,Residential
530,Denied,More Than One Property,0,0,1,0,43.6751883,-79.3689408,Toronto and East York Community Council,207903,0,0,0,Residential
531,Approved,One Property,0,1,0,0,43.7379486,-79.4228106,North York Community Council,123077,0,0,0,Residential
532,Approved,One Property,0,1,0,0,43.722794356,-79.42891320666668,North York Community Council,123077,0,0,0,Residential
533,Approved,One Property,0,1,0,0,43.7236073,-79.3941743,North York Community Council,169203,0,0,0,Residential
534,Approved,More Than One Property,0,0,0,1,43.6649286278579,-79.40314821473906,Toronto and East York Community Council,50757,0,0,0,Residential
535,Approved,One Property,0,1,0,0,43.72153813783784,-79.42240493243243,North York Community Council,123077,0,0,0,Residential
536,Approved,One Property,0,1,0,0,43.73239351111111,-79.39585464444444,North York Community Council,111730,0,0,0,Residential
537,Approved,One Property,0,1,0,0,43.72719289565217,-79.40800530869565,North York Community Council,111730,0,0,0,Residential
538,Approved,One Property,0,1,0,0,43.7472785,-79.3917254,North York Community Council,100516,0,0,0,Residential
539,Approved,One Property,0,1,0,0,43.75868580645162,-79.41165283225806,North York Community Council,72371,0,0,0,Residential
540,Approved,One Property,0,1,0,0,43.772949,-79.353244,North York Community Council,36359,1,0,0,Residential
541,Approved,More Than One Property,0,0,0,1,43.5974196,-79.5435057,Etobicoke York Community Council,47709,0,0,0,Commercial Residential
542,Approved,One Property,1,0,0,0,43.73584747296022,-79.31822655490876,North York Community Council,35786,0,0,0,Residential
543,Approved,One Property,0,1,0,0,43.7082269,-79.3624088,North York Community Council,28875,0,0,0,Employment Industrial
544,Approved,More Than One Property,0,0,1,0,43.7121185,-79.4282658,North York Community Council,48134,0,0,0,Commercial Residential
545,Denied,More Than One Property,0,0,1,0,43.6556,-79.36382992727273,Toronto and East York Community Council,58915,1,1,0,Commercial Residential
546,Approved,One Property,0,1,0,0,43.7130899,-79.3897636,North York Community Council,85340,1,0,0,Residential
547,Approved,One Property,0,1,0,0,43.74341795224188,-79.35128617838208,North York Community Council,67757,1,0,0,Residential
548,Denied,One Property,0,1,0,0,43.74361769999999,-79.6046108,Etobicoke York Community Council,31771,0,0,0,Employment Industrial
549,Approved,One Property,0,1,0,0,43.7063836,-79.3881336,North York Community Council,85340,1,0,0,Residential
550,Denied,More Than One Property,0,0,1,0,43.64807795,-79.5276093,Etobicoke York Community Council,52787,1,0,0,Commercial Residential
551,Approved,More Than One Property,0,0,1,0,43.6326083,-79.5430857,Etobicoke York Community Council,52787,1,0,0,Commercial Residential
552,Approved,More Than One Property,0,0,0,1,43.7869575,-79.4170666,North York Community Council,45212,1,0,0,Commercial Residential
553,Denied,One Property,0,1,0,0,43.69038092777777,-79.47342323888888,Etobicoke York Community Council,33316,0,1,0,Commercial Residential
555,Approved,One Property,0,0,1,0,43.6539626,-79.4267721,Toronto and East York Community Council,40588,0,1,0,Commercial Residential
556,Approved,One Property,0,1,0,0,43.67534614,-79.46225106,Toronto and East York Community Council,33528,0,0,0,Residential
557,Denied,More Than One Property,0,0,1,0,43.65642483,-79.45285444,Toronto and East York Community Council,57465,0,1,0,Commercial Residential
558,Denied,One Property,1,0,0,0,43.7241148,-79.4340657,North York Community Council,48134,1,0,0,Residential
559,Denied,One Property,1,0,0,0,43.71873113633333,-79.36388394295682,North York Community Council,125564,0,0,0,Residential
561,Approved,One Property,0,1,0,0,43.70649302857143,-79.41003008571428,North York Community Council,169203,1,0,0,Residential
563,Denied,One Property,0,0,1,0,43.7286895,-79.28591452054795,Scarborough Community Council,35047,0,0,1,Employment Industrial
564,Approved,One Property,0,1,0,0,43.64431018,-79.48029934,Toronto and East York Community Council,71204,1,0,0,Residential
567,Denied,One Property,0,1,0,0,43.67566705757576,-79.3495844181818,Toronto and East York Community Council,73253,0,0,0,Residential
568,Approved,One Property,0,1,0,0,43.6754719,-79.3117507,Toronto and East York Community Council,55199,0,0,0,Residential
569,Denied,One Property,0,1,0,0,43.646277965625,-79.47344512812501,Toronto and East York Community Council,71204,1,0,0,Residential
570,Denied,One Property,0,1,0,0,43.64452872,-79.4820217,Toronto and East York Community Council,71204,1,0,0,Residential
571,Approved,One Property,0,1,0,0,43.66482855,-79.45474999999999,Toronto and East York Community Council,39740,0,0,0,Commercial Residential
572,Approved,One Property,0,1,0,0,43.6936519,-79.4113942,Toronto and East York Community Council,204521,0,0,0,Residential
573,Denied,One Property,0,1,0,0,43.69386850825406,-79.4274504255346,Toronto and East York Community Council,65274,0,0,0,Residential
574,Approved,More Than One Property,0,0,0,1,43.7007937875,-79.4258206125,Toronto and East York Community Council,65274,0,1,0,Commercial Residential
575,Denied,One Property,0,1,0,0,43.69943043984546,-79.41434364958516,Toronto and East York Community Council,204521,0,0,0,Residential
576,Denied,One Property,1,1,0,0,43.61082561428572,-79.53199448571429,Etobicoke York Community Council,47709,0,0,0,Residential
578,Denied,More Than One Property,0,0,0,1,43.6600618,-79.3557263,Toronto and East York Community Council,34597,1,0,0,Employment Industrial
579,Approved,One Property,1,0,0,0,43.6803427,-79.49485877727273,Etobicoke York Community Council,34059,0,0,0,Residential
580,Denied,More Than One Property,0,0,1,0,43.7888784,-79.4176041,North York Community Council,45212,0,0,0,Commercial Residential
581,Approved,More Than One Property,0,0,1,0,43.6468175,-79.55900915604806,Etobicoke York Community Council,52787,0,0,0,Residential
582,Denied,One Property,0,1,0,0,43.68273626363636,-79.4563435,Toronto and East York Community Council,35112,0,0,0,Residential
583,Denied,One Property,0,1,0,0,43.74895284999999,-79.6342656965032,Etobicoke York Community Council,31771,0,0,1,Employment Industrial
584,Approved,More Than One Property,1,1,0,0,43.7075073,-79.2579876,Scarborough Community Council,54360,0,0,0,Residential
585,Denied,One Property,0,1,0,0,43.71396249863014,-79.40325692739727,North York Community Council,169203,0,0,0,Residential
586,Approved,One Property,0,1,0,0,43.6283925,-79.56129880375147,Etobicoke York Community Council,62378,0,0,0,Residential
587,Denied,One Property,0,0,1,0,43.69795725,-79.3921112511738,Toronto and East York Community Council,57039,1,0,0,Residential
588,Approved,One Property,1,0,0,0,43.5996269,-79.545762,Etobicoke York Community Council,47709,0,0,0,Residential
589,Approved,One Property,0,1,0,0,43.74207614815459,-79.3425633536069,North York Community Council,67757,1,0,0,Residential
590,Approved,One Property,0,1,0,0,43.6946734,-79.3154794,Toronto and East York Community Council,47710,0,0,0,Residential
591,Denied,One Property,0,1,0,0,43.74564547473315,-79.41727113209087,North York Community Council,123077,0,0,0,Residential
592,Approved,One Property,1,1,0,0,43.7636886,-79.41642445,North York Community Council,72371,0,0,0,Residential
593,Approved,One Property,0,1,0,0,43.67586588571429,-79.39478671428571,Toronto and East York Community Council,112766,0,0,1,Residential
594,Approved,One Property,0,1,0,0,43.65233790448335,-79.43764431786761,Toronto and East York Community Council,40588,0,0,0,Residential
595,Approved,One Property,0,1,0,0,43.75092343290358,-79.35889335901756,North York Community Council,67757,1,0,0,Residential
596,Approved,One Property,0,1,0,0,43.69988893333333,-79.53326633333333,Etobicoke York Community Council,45615,0,0,0,Residential
597,Approved,One Property,0,1,0,0,43.7190512,-79.4761941,Etobicoke York Community Council,37108,0,0,0,Residential
598,Approved,More Than One Property,0,1,0,0,43.6609899,-79.42506964285715,Toronto and East York Community Council,58071,0,0,0,Residential
600,Approved,One Property,0,1,0,0,43.6514499,-79.418437,Toronto and East York Community Council,50694,0,0,0,Residential
601,Approved,One Property,0,1,0,0,43.70895885882353,-79.40244923529411,North York Community Council,89330,1,0,0,Residential
602,Approved,One Property,1,1,0,0,43.71079756666666,-79.26130106666666,Scarborough Community Council,36232,0,0,0,Residential
603,Approved,One Property,1,1,0,0,43.6587477,-79.4291648,Toronto and East York Community Council,40588,0,0,0,Residential
604,Approved,One Property,0,1,0,0,43.6442409,-79.4778912,Toronto and East York Community Council,71204,1,0,0,Residential
605,Approved,One Property,0,1,0,0,43.6814687,-79.3413354,Toronto and East York Community Council,55225,0,0,0,Residential
606,Approved,One Property,0,1,0,0,43.70411874347826,-79.44420137391305,North York Community Council,34768,0,0,0,Residential
607,Approved,One Property,1,0,0,0,43.66135025000001,-79.37817150000001,Toronto and East York Community Council,53583,0,0,1,Residential
608,Approved,One Property,1,0,0,0,43.661365375,-79.37809975,Toronto and East York Community Council,53583,0,0,1,Residential
609,Approved,One Property,0,1,0,0,43.75942996455851,-79.53409253475705,Etobicoke York Community Council,30731,0,1,0,Employment Industrial
610,Approved,One Property,0,1,0,0,43.65490517209302,-79.4226513395349,Toronto and East York Community Council,58071,0,0,0,Residential
611,Approved,One Property,0,1,0,0,43.73873944408663,-79.30460546678103,Scarborough Community Council,35047,0,0,0,Residential
612,Approved,One Property,0,1,0,0,43.64457121428571,-79.44442618571429,Toronto and East York Community Council,50580,0,0,0,Residential
613,Approved,One Property,0,1,0,0,43.6604831,-79.48604386363635,Toronto and East York Community Council,71888,0,0,0,Residential
614,Approved,One Property,0,1,0,0,43.6363406,-79.43741669778807,Toronto and East York Community Council,35207,0,0,0,Residential
616,Approved,One Property,0,1,0,0,43.653461,-79.413164,Toronto and East York Community Council,50694,0,0,0,Residential
617,Denied,One Property,0,1,0,0,43.73597005567002,-79.38262630847746,North York Community Council,308010,0,0,0,Residential
620,Approved,One Property,0,1,0,0,43.66546,-79.4140753125,Toronto and East York Community Council,112766,0,0,0,Residential
621,Approved,One Property,0,1,0,0,43.65486506429369,-79.57691533633444,Etobicoke York Community Council,47002,0,0,0,Residential
622,Approved,One Property,0,1,0,0,43.68137371818182,-79.46402967272728,Toronto and East York Community Council,33316,0,0,0,Residential
623,Denied,One Property,0,1,0,0,43.71345474486955,-79.41028765294335,North York Community Council,169203,0,0,0,Residential
624,Approved,One Property,0,1,0,0,43.69761865714286,-79.41452247142857,Toronto and East York Community Council,204521,0,0,0,Residential
625,Approved,One Property,0,1,0,0,43.7029475,-79.446683,North York Community Council,34768,0,0,0,Residential
626,Approved,One Property,1,0,0,0,43.6765087147627,-79.43522968857404,Toronto and East York Community Council,41717,0,0,0,Residential
627,Approved,One Property,0,1,0,0,43.65268472,-79.48766812000001,Toronto and East York Community Council,76629,0,0,0,Residential
628,Approved,One Property,0,1,0,0,43.7200369,-79.3996711502541,North York Community Council,169203,0,0,0,Residential
629,Approved,One Property,1,1,0,0,43.592574,-79.5330555,Etobicoke York Community Council,47384,0,0,0,Residential
630,Approved,One Property,0,1,0,0,43.738115,-79.30867695731708,North York Community Council,35786,0,0,0,Residential Apartment
631,Approved,One Property,1,0,0,0,43.701282975,-79.2892880125,Scarborough Community Council,36232,0,0,0,Residential
632,Approved,One Property,1,1,0,0,43.70330433184684,-79.26205385208145,Scarborough Community Council,54360,0,0,0,Residential
633,Approved,One Property,0,1,0,0,43.60285941428572,-79.5038104857143,Etobicoke York Community Council,44101,0,0,0,Residential
635,Approved,One Property,0,1,0,0,43.681106972,-79.39339590799999,Toronto and East York Community Council,114174,1,0,0,Residential
637,Approved,One Property,0,1,0,0,43.6898443,-79.3114038,Toronto and East York Community Council,47710,0,0,0,Residential
638,Approved,One Property,0,1,0,0,43.74636212116246,-79.41996209542188,North York Community Council,72371,0,0,0,Residential
639,Approved,One Property,0,1,0,0,43.66345834,-79.450090024,Toronto and East York Community Council,39740,0,0,0,Residential
640,Approved,One Property,0,1,0,0,43.69236706666667,-79.34197853333333,Toronto and East York Community Council,53315,0,0,0,Residential
641,Approved,One Property,1,0,0,0,43.7191818,-79.3987346,North York Community Council,169203,0,0,0,Residential
642,Approved,One Property,0,1,0,0,43.65541672000001,-79.40259297,Toronto and East York Community Council,37422,0,1,1,Commercial Residential
643,Approved,One Property,0,1,0,0,43.67605556222967,-79.5420097748343,Etobicoke York Community Council,99055,0,0,0,Residential
644,Approved,One Property,0,1,0,0,43.63243335,-79.35397735998811,Toronto and East York Community Council,70600,0,1,1,Residential
645,Denied,One Property,0,1,0,0,43.68344702424243,-79.29136743030303,Toronto and East York Community Council,54324,0,0,0,Residential
646,Approved,One Property,0,1,0,0,43.666475884375,-79.3291089625,Toronto and East York Community Council,53803,0,0,0,Residential
647,Approved,One Property,0,1,0,0,43.7206606,-79.4265008,North York Community Council,123077,0,0,0,Residential
648,Approved,One Property,0,1,0,0,43.7103026,-79.4509741,North York Community Council,38527,0,0,0,Residential
649,Approved,One Property,0,1,0,0,43.7334359,-79.5661135,Etobicoke York Community Council,32815,0,0,0,Residential
650,Approved,One Property,0,1,0,0,43.67999508656992,-79.34905597790002,Toronto and East York Community Council,70831,0,0,0,Residential
651,Approved,One Property,1,1,0,0,43.7087601,-79.2949589,Scarborough Community Council,36232,0,0,0,Commercial Residential
652,Approved,One Property,0,1,0,0,43.6722419076923,-79.34526606923076,Toronto and East York Community Council,73253,0,0,0,Residential
653,Approved,One Property,1,0,0,0,43.65467633333333,-79.36828733333333,Toronto and East York Community Council,58915,1,1,0,Commercial Residential
654,Approved,One Property,0,1,0,0,43.7497376,-79.1896885,Scarborough Community Council,53203,0,0,0,Residential
