,Status,Number_of_Properties,Consent,Minor_Variance,Official_Plan_Rezoning,Site_Plan_Application,lat,lon,Council,Average_Income,Secondary_Plan,Business_Improvement_Area,Site_and_Area_Specific_Policy,Zoning_Category
790,Denied,One Property,1,1,0,0,43.77034419090909,-79.43331391818182,North York Community Council,44576,0,0,0,Residential
791,Approved,One Property,0,1,0,0,43.6666513,-79.36765783749999,Toronto and East York Community Council,63012,0,0,0,Residential
792,Denied,One Property,0,1,0,0,43.71391675373134,-79.40261307910448,North York Community Council,169203,0,0,0,Residential
793,Denied,One Property,0,1,0,0,43.7178124,-79.4202745,North York Community Council,123077,0,0,0,Residential
794,Denied,One Property,0,1,0,0,43.71790141,-79.42029066,North York Community Council,123077,0,0,0,Residential
795,Approved,One Property,1,0,0,0,43.7561058,-79.1870028,Scarborough Community Council,53203,0,0,0,Residential
796,Approved,More Than One Property,1,0,0,0,43.703511,-79.397531,Toronto and East York Community Council,57039,1,1,0,Commercial Residential
798,Denied,One Property,0,1,0,0,43.67524822708334,-79.30325933333333,Toronto and East York Community Council,92580,0,0,0,Residential
799,Denied,One Property,0,1,0,0,43.69245223761599,-79.42446981929562,Toronto and East York Community Council,65274,0,0,0,Residential
800,Approved,One Property,0,1,0,0,43.66045188723404,-79.42360089787235,Toronto and East York Community Council,58071,0,0,0,Residential
801,Approved,One Property,0,1,0,0,43.6509659258748,-79.40668916372658,Toronto and East York Community Council,50694,0,0,0,Residential
802,Approved,More Than One Property,1,0,0,0,43.670105,-79.386866,Toronto and East York Community Council,56526,0,1,0,Commercial Residential
802,Approved,More Than One Property,1,0,0,0,43.670105,-79.386866,Toronto and East York Community Council,56526,0,1,0,Commercial Residential
803,Approved,One Property,0,1,0,0,43.6389714,-79.4176645,Toronto and East York Community Council,70623,1,1,0,Employment Industrial
804,Approved,One Property,0,1,0,0,43.73084671470588,-79.40025863235293,North York Community Council,111730,0,0,0,Residential
805,Approved,One Property,0,1,0,0,43.66214408888889,-79.43053496666667,Toronto and East York Community Council,39740,0,0,0,Residential
806,Approved,One Property,0,1,0,0,43.69220694,-79.31773536,Toronto and East York Community Council,51846,0,0,0,Residential
807,Approved,One Property,0,1,0,0,43.71600938888889,-79.36556135555556,North York Community Council,125564,0,0,0,Residential
808,Approved,One Property,0,1,0,0,43.7059625,-79.380019,North York Community Council,85340,1,0,0,Residential
809,Approved,One Property,0,1,0,0,43.804744,-79.25538351102216,Scarborough Community Council,30414,0,0,0,Employment Industrial
810,Approved,One Property,0,1,0,0,43.59811822307692,-79.54528312307693,Etobicoke York Community Council,47709,0,0,0,Residential
811,Approved,One Property,0,1,0,0,43.68025005,-79.39706,Toronto and East York Community Council,114174,1,0,0,Residential
812,Approved,One Property,0,1,0,0,43.73566883043478,-79.53850654347826,Etobicoke York Community Council,29528,0,1,0,Residential
813,Approved,One Property,0,1,0,0,43.68936339090909,-79.32928999090909,Toronto and East York Community Council,51846,0,0,0,Residential
814,Approved,One Property,1,0,0,0,43.7545358,-79.4142685,North York Community Council,72371,0,0,0,Residential
815,Approved,One Property,1,0,0,0,43.6378497,-79.52192403333333,Etobicoke York Community Council,52787,0,0,0,Residential
816,Approved,One Property,0,1,0,0,43.65369907368421,-79.40151734999999,Toronto and East York Community Council,37422,0,1,1,Commercial Residential
817,Denied,One Property,0,1,0,0,43.6640344,-79.4065749,Toronto and East York Community Council,50757,0,0,0,Residential
818,Denied,One Property,0,1,0,0,43.59456402,-79.5226218,Etobicoke York Community Council,47384,0,0,0,Residential
819,Approved,One Property,0,1,0,0,43.6801009,-79.4270817,Toronto and East York Community Council,54460,0,0,0,Residential
820,Denied,More Than One Property,0,0,1,0,43.7586502,-79.4244306,North York Community Council,72371,1,0,0,Commercial Residential
821,Approved,One Property,1,1,0,0,43.6924159,-79.57288364095143,Etobicoke York Community Council,31771,0,0,1,Employment Industrial
822,Approved,One Property,0,1,0,0,43.7809325530717,-79.40541360240978,North York Community Council,45326,0,0,0,Residential
823,Approved,One Property,0,1,0,0,43.69721126666666,-79.32794164166667,Toronto and East York Community Council,53315,0,0,0,Residential
824,Denied,One Property,1,1,0,0,43.6964384,-79.5230655,Etobicoke York Community Council,45615,0,0,0,Residential
825,Approved,One Property,0,0,1,0,43.696453,-79.395056,Toronto and East York Community Council,57039,1,0,0,Commercial Residential
826,Approved,One Property,0,0,0,1,43.6504042,-79.424181,Toronto and East York Community Council,50694,0,0,0,Residential
827,Denied,More Than One Property,0,0,1,0,43.6467517,-79.3768955,Toronto and East York Community Council,70600,0,1,0,Commercial Residential
828,Denied,One Property,0,1,0,0,43.74172280890527,-79.34946593226826,North York Community Council,67757,1,0,0,Residential
829,Approved,One Property,1,0,0,0,43.79104481737989,-79.16893620947701,Scarborough Community Council,40972,1,0,0,Residential
830,Denied,One Property,0,1,0,0,43.7464275,-79.3825491,North York Community Council,308010,0,0,0,Residential
831,Denied,One Property,1,1,0,0,43.59444577255064,-79.52963196153686,Etobicoke York Community Council,47384,0,0,0,Residential
832,Approved,More Than One Property,0,0,0,1,43.6869723,-79.302388,Toronto and East York Community Council,54324,0,0,0,Residential
833,Denied,More Than One Property,0,0,1,0,43.7100222,-79.3992667,North York Community Council,89330,1,1,0,Commercial Residential
834,Approved,One Property,0,0,0,1,43.7232693,-79.50938090000001,Etobicoke York Community Council,34168,0,0,0,Commercial Residential
835,Denied,One Property,0,0,1,0,43.66344905,-79.32840856993269,Toronto and East York Community Council,46206,0,1,1,Commercial Residential
836,Approved,One Property,0,1,0,0,43.7575702,-79.4499056,North York Community Council,45936,0,0,0,Residential
837,Denied,One Property,1,0,0,0,43.591269,-79.51987522307523,Etobicoke York Community Council,47384,0,0,0,Residential
838,Approved,One Property,1,1,0,0,43.76239438315157,-79.3322362108151,North York Community Council,42516,0,0,0,Residential
839,Denied,More Than One Property,0,0,1,0,43.709309,-79.386043,North York Community Council,85340,1,0,0,Residential
840,Approved,More Than One Property,0,0,0,1,43.6638942,-79.4107075,Toronto and East York Community Council,50757,0,1,0,Commercial Residential
841,Denied,One Property,0,1,0,0,43.7389901,-79.4108078,North York Community Council,123077,0,0,0,Residential
842,Denied,More Than One Property,0,1,0,0,43.6549124,-79.5281797,Etobicoke York Community Council,99055,0,0,0,Residential
843,Approved,One Property,1,1,0,0,43.722115,-79.423171,North York Community Council,123077,0,0,0,Residential
844,Approved,One Property,0,1,0,0,43.682807225,-79.4637658,Etobicoke York Community Council,33316,0,1,0,Commercial Residential
845,Approved,One Property,0,0,1,0,43.6495191,-79.4224553,Toronto and East York Community Council,50694,0,1,0,Commercial Residential
846,Denied,One Property,0,0,1,0,43.64394685,-79.52512565035822,Etobicoke York Community Council,52787,1,0,0,Commercial Residential
847,Approved,One Property,1,0,0,0,43.65760916956522,-79.48529976086957,Toronto and East York Community Council,71888,0,0,0,Residential
848,Approved,One Property,1,0,0,0,43.6776255,-79.2994879,Toronto and East York Community Council,92580,0,0,0,Residential
849,Approved,One Property,0,1,0,0,43.75568429887365,-79.39058624093722,North York Community Council,100516,0,0,0,Residential
850,Approved,One Property,0,1,0,0,43.682079,-79.31365606,Toronto and East York Community Council,55199,0,0,0,Residential
851,Approved,One Property,0,1,0,0,43.71572799473685,-79.4198511,North York Community Council,169203,0,0,0,Residential
852,Denied,One Property,1,1,0,0,43.59281937142857,-79.54512311428572,Etobicoke York Community Council,47709,0,0,0,Residential
853,Approved,One Property,0,1,0,0,43.72470647944042,-79.39770795805022,North York Community Council,169203,0,0,0,Residential
854,Approved,One Property,0,1,0,0,43.70913176059541,-79.48169278848577,Etobicoke York Community Council,37108,0,0,0,Residential
855,Approved,More Than One Property,0,0,0,1,43.75457001,-79.44246752,North York Community Council,51181,1,0,0,Residential
858,Denied,One Property,1,0,0,0,43.59215825,-79.53645589999999,Etobicoke York Community Council,47384,0,0,0,Residential
859,Denied,More Than One Property,0,0,1,0,43.78392405,-79.29292927687683,Scarborough Community Council,34200,1,0,0,Commercial Residential
860,Denied,One Property,0,0,1,0,43.6665405,-79.37917058530283,Toronto and East York Community Council,53583,0,0,0,Residential
861,Approved,One Property,0,0,0,1,43.6505348,-79.3841898,Toronto and East York Community Council,56526,0,1,0,Commercial Residential
862,Denied,More Than One Property,0,1,0,0,43.6723205,-79.4696574,Etobicoke York Community Council,49709,0,0,1,Employment Industrial
863,Approved,One Property,1,1,0,0,43.7539888,-79.4129748,North York Community Council,72371,0,0,0,Residential
864,Denied,One Property,0,1,0,0,43.73006976048441,-79.34518710299626,North York Community Council,67757,1,0,0,Residential
865,Approved,One Property,1,0,0,0,43.7305948,-79.5591143,Etobicoke York Community Council,32815,0,0,0,Residential
866,Denied,One Property,0,1,0,0,43.7802370625,-79.4225986625,North York Community Council,34904,0,0,0,Residential
867,Approved,One Property,0,1,0,0,43.7723652,-79.3445747,North York Community Council,36359,1,0,0,Residential Apartment
868,Approved,One Property,1,0,0,0,43.7914377,-79.279156,Scarborough Community Council,31825,0,0,0,Residential
869,Approved,One Property,1,0,0,0,43.7583981,-79.4139704,North York Community Council,72371,0,0,0,Residential
870,Approved,One Property,0,0,1,0,43.704491,-79.397742,Toronto and East York Community Council,57039,1,0,0,Commercial Residential
871,Approved,One Property,0,1,0,0,43.7734386,-79.3447141,North York Community Council,36359,1,0,0,Residential Apartment
872,Approved,One Property,1,0,0,0,43.71060679090909,-79.29752289999999,Toronto and East York Community Council,43907,0,0,0,Residential
873,Approved,One Property,1,0,0,0,43.5920395,-79.52985609473684,Etobicoke York Community Council,47384,0,0,0,Residential
874,Approved,One Property,0,1,0,0,43.7609695,-79.32242799127476,North York Community Council,42516,0,0,0,Residential Apartment
875,Approved,One Property,1,0,0,0,43.7589427,-79.4155603,North York Community Council,72371,0,0,0,Residential
877,Denied,More Than One Property,0,0,1,0,43.6663815,-79.3813475,Toronto and East York Community Council,53583,0,1,1,Commercial Residential
877,Denied,More Than One Property,0,0,1,0,43.6663815,-79.3813475,Toronto and East York Community Council,53583,0,1,1,Commercial Residential
878,Denied,More Than One Property,0,0,1,1,43.66499435105731,-79.45986739361388,Toronto and East York Community Council,49709,0,0,1,Commercial Residential
879,Denied,One Property,0,0,1,0,43.66638324,-79.4651586,Toronto and East York Community Council,49709,0,0,0,Employment Industrial
880,Denied,More Than One Property,0,0,1,0,43.6611621,-79.4299413,Toronto and East York Community Council,39740,0,1,0,Commercial Residential
881,Approved,One Property,1,0,0,0,43.71064462727273,-79.297355,Toronto and East York Community Council,43907,0,0,0,Residential
882,Denied,One Property,0,1,0,0,43.66051078749999,-79.478568675,Toronto and East York Community Council,49709,0,0,0,Residential
883,Approved,More Than One Property,0,0,1,1,43.65393521957667,-79.42402661910833,Toronto and East York Community Council,50694,0,1,0,Commercial Residential
884,Approved,More Than One Property,0,0,1,1,43.65370313802995,-79.4248910780304,Toronto and East York Community Council,50694,0,1,0,Commercial Residential
886,Denied,More Than One Property,0,0,1,0,43.7675422,-79.3849679,North York Community Council,52035,1,0,0,Commercial Residential
887,Denied,One Property,1,0,1,0,43.7110667,-79.45516367166226,North York Community Council,38527,0,1,0,Residential Apartment
888,Denied,One Property,0,1,0,0,43.70551502727273,-79.46028118181819,North York Community Council,38527,0,0,0,Residential
889,Denied,One Property,0,0,1,0,43.7226568,-79.302018,North York Community Council,35786,0,0,0,Commercial Residential
890,Denied,One Property,0,0,1,0,43.7218835,-79.4035973,North York Community Council,169203,0,0,0,Residential
891,Approved,One Property,0,0,1,0,43.6597316,-79.3321591,Toronto and East York Community Council,53803,0,0,0,Employment Industrial
892,Denied,More Than One Property,0,0,1,0,43.6225027,-79.5181378,Etobicoke York Community Council,52787,0,1,0,Commercial Residential
893,Denied,One Property,1,0,0,0,43.7169933,-79.3610362,North York Community Council,125564,0,0,0,Residential
894,Denied,One Property,1,1,0,0,43.7136793,-79.25162038,Scarborough Community Council,54360,0,0,0,Residential
895,Approved,One Property,1,0,0,0,43.59349517280966,-79.52533578082846,Etobicoke York Community Council,47384,0,0,0,Residential
896,Denied,More Than One Property,0,0,1,0,43.6968474,-79.4424073,Toronto and East York Community Council,39803,0,1,0,Residential
897,Denied,More Than One Property,0,1,0,0,43.6678685,-79.3659585,Toronto and East York Community Council,63012,0,0,0,Residential
898,Approved,More Than One Property,0,0,0,1,43.6740749,-79.3730863,Toronto and East York Community Council,207903,0,0,0,Residential
899,Denied,One Property,1,1,0,0,43.743048,-79.4310509,North York Community Council,72371,0,0,0,Residential
900,Denied,One Property,0,0,1,0,43.6183476,-79.4957831,Etobicoke York Community Council,54438,0,0,1,Employment Industrial
901,Denied,One Property,0,0,1,0,43.687161,-79.3559938,Toronto and East York Community Council,44557,0,0,0,Residential
902,Approved,One Property,0,0,0,1,43.7897897,-79.2586424,Scarborough Community Council,31825,0,1,0,Employment Industrial
903,Denied,One Property,1,0,0,0,43.71588665,-79.29940265833334,Toronto and East York Community Council,43907,0,0,0,Residential
904,Approved,One Property,1,1,0,0,43.7515909,-79.2334292,Scarborough Community Council,30033,0,0,0,Residential
905,Approved,One Property,1,0,0,0,43.602334,-79.5431856,Etobicoke York Community Council,47709,0,0,0,Commercial Residential
906,Denied,One Property,0,0,1,0,43.7471836,-79.4072265,North York Community Council,100516,0,0,0,Commercial Residential
907,Approved,More Than One Property,1,0,0,0,43.73882354,-79.53959851,Etobicoke York Community Council,29528,0,1,0,Commercial Residential
908,Approved,One Property,1,0,0,0,43.7059168,-79.2912817,Scarborough Community Council,36232,0,0,0,Residential
909,Denied,One Property,1,1,0,0,43.6950714,-79.324543,Toronto and East York Community Council,53315,0,0,0,Residential
910,Denied,One Property,1,1,0,0,43.5895372409091,-79.5390021,Etobicoke York Community Council,47384,0,0,0,Residential
911,Denied,One Property,1,0,0,0,43.786464375,-79.439147925,North York Community Council,34904,0,0,0,Residential
912,Denied,One Property,0,1,0,0,43.7182012,-79.4904281,Etobicoke York Community Council,37108,0,0,0,Residential
913,Denied,One Property,1,0,0,0,43.77688223333333,-79.43207273333333,North York Community Council,34904,0,0,0,Residential
914,Approved,One Property,0,0,1,0,43.7998045,-79.3955806,North York Community Council,45212,0,0,0,Residential
915,Denied,More Than One Property,0,0,1,0,43.7227625,-79.299387,Scarborough Community Council,36232,0,0,0,Residential Apartment
916,Approved,One Property,0,0,1,0,43.7763855,-79.34839167538628,North York Community Council,37379,1,0,0,Residential Apartment
917,Approved,One Property,0,0,1,0,43.7623431,-79.5703887,Etobicoke York Community Council,30731,0,0,0,Residential
918,Denied,More Than One Property,0,0,1,0,43.7456744,-79.38328599073431,North York Community Council,308010,0,0,0,Residential
919,Denied,One Property,1,0,0,0,43.6488342,-79.3613671,Toronto and East York Community Council,70600,1,0,0,Employment Industrial
920,Approved,One Property,0,0,0,1,43.6434702,-79.4290789,Toronto and East York Community Council,45737,0,0,0,Employment Industrial
922,Denied,One Property,1,0,0,0,43.786405,-79.439421,North York Community Council,34904,0,0,0,Residential
923,Approved,One Property,0,0,0,1,43.7152085,-79.60413398066137,Etobicoke York Community Council,31771,0,0,1,Employment Industrial
923,Approved,One Property,0,0,0,1,43.7152085,-79.60413398066137,Etobicoke York Community Council,31771,0,0,1,Employment Industrial
924,Approved,More Than One Property,0,0,1,0,43.6621866,-79.4442469,Toronto and East York Community Council,39740,0,0,0,Commercial Residential
925,Approved,More Than One Property,0,0,1,0,43.69775896136742,-79.50976549709048,Etobicoke York Community Council,32997,0,0,1,Commercial Residential
926,Denied,More Than One Property,0,0,1,0,43.6493612,-79.3615459,Toronto and East York Community Council,70600,1,0,0,Employment Industrial
927,Approved,One Property,0,0,1,0,43.7332957,-79.4528153,North York Community Council,51181,1,1,0,Employment Industrial
929,Approved,One Property,0,1,0,0,43.726647,-79.3899877,North York Community Council,169203,0,0,0,Residential
930,Denied,One Property,0,0,1,0,43.6187535,-79.4942458,Etobicoke York Community Council,54438,0,0,1,Employment Industrial
931,Denied,More Than One Property,0,0,1,0,43.6245796,-79.5114086,Etobicoke York Community Council,64140,0,1,0,Commercial Residential
932,Approved,One Property,0,0,0,1,43.6082114,-79.5006202,Etobicoke York Community Council,44101,0,0,0,Employment Industrial
933,Denied,One Property,1,0,0,0,43.7114923,-79.5161988,Etobicoke York Community Council,39003,0,0,0,Residential
934,Approved,One Property,1,0,0,0,43.616952,-79.4887647,Etobicoke York Community Council,54438,0,0,0,Residential
935,Approved,One Property,0,1,0,0,43.733980725,-79.225996825,Scarborough Community Council,44718,0,0,0,Residential
936,Approved,One Property,0,1,0,0,43.7170943375,-79.40765135,North York Community Council,169203,0,0,0,Residential
937,Approved,One Property,0,0,0,1,43.8109672,-79.3011117,Scarborough Community Council,28085,0,0,1,Employment Industrial
938,Denied,One Property,1,1,0,0,43.64326192857143,-79.40878678571428,Toronto and East York Community Council,70623,1,0,0,Residential
939,Approved,One Property,0,1,0,0,43.80222470615934,-79.37992247852527,North York Community Council,47246,0,0,0,Residential
940,Denied,One Property,0,1,0,0,43.68040343703704,-79.34661635185185,Toronto and East York Community Council,70831,0,0,0,Residential
941,Approved,One Property,0,1,0,0,43.7044205,-79.4524119,North York Community Council,38527,0,1,0,Employment Industrial
942,Denied,One Property,0,0,1,0,43.6467517,-79.3768955,Toronto and East York Community Council,70600,0,1,0,Commercial Residential
943,Denied,One Property,1,0,0,0,43.68336395714286,-79.3021926,Toronto and East York Community Council,54324,0,0,0,Residential
944,Approved,One Property,1,0,0,0,43.75861905483871,-79.4128816516129,North York Community Council,72371,0,0,0,Residential
945,Approved,More Than One Property,0,0,0,1,43.6465143,-79.383497,Toronto and East York Community Council,56526,0,1,0,Commercial Residential
947,Approved,One Property,1,0,0,0,43.7360082,-79.420293,North York Community Council,123077,0,0,0,Commercial Residential
948,Approved,More Than One Property,0,0,1,0,43.6558102,-79.4466674,Toronto and East York Community Council,40588,0,0,0,Residential
949,Denied,One Property,0,0,1,0,43.7634741,-79.4014236,North York Community Council,45326,0,0,0,Commercial Residential
950,Approved,More Than One Property,0,0,1,0,43.6611415,-79.3424774,Toronto and East York Community Council,53803,0,0,0,Residential
951,Approved,One Property,1,1,0,0,43.7366428,-79.4428146,North York Community Council,51181,0,0,0,Residential
952,Approved,One Property,1,0,0,0,43.71811248606599,-79.42746201687297,North York Community Council,123077,0,0,0,Residential
953,Approved,One Property,0,1,0,0,43.75396032727273,-79.44114369090909,North York Community Council,51181,0,0,0,Residential
954,Approved,One Property,0,1,0,0,43.70749986875,-79.446057525,North York Community Council,38527,0,0,0,Residential
955,Denied,One Property,0,1,0,0,43.65786986363636,-79.46524423636363,Toronto and East York Community Council,57465,0,0,0,Residential
956,Denied,One Property,1,1,0,0,43.58959773,-79.54028134,Etobicoke York Community Council,47384,0,0,0,Residential
957,Approved,One Property,1,0,0,0,43.61220533,-79.53978397499999,Etobicoke York Community Council,47709,0,0,0,Residential
958,Approved,One Property,0,0,0,1,43.66257403469388,-79.43631205510205,Toronto and East York Community Council,39740,0,0,0,Residential
959,Approved,One Property,0,1,0,0,43.75472021919767,-79.503150651395,Etobicoke York Community Council,29958,0,0,0,Residential
960,Approved,More Than One Property,0,0,0,1,43.7085525,-79.3629761,North York Community Council,125564,0,0,0,Commercial Residential
961,Approved,One Property,0,1,0,0,43.79502902727273,-79.4012462909091,North York Community Council,45212,0,0,0,Residential
962,Approved,One Property,0,1,0,0,43.63048,-79.50699991766243,Etobicoke York Community Council,64140,0,0,0,Residential
963,Denied,More Than One Property,0,0,1,0,43.7065632,-79.4008194,North York Community Council,89330,1,0,0,Commercial Residential
964,Denied,One Property,0,1,0,0,43.7311146,-79.4281755,North York Community Council,123077,0,0,0,Residential
965,Approved,One Property,1,0,0,0,43.61479525,-79.49505214999999,Etobicoke York Community Council,54438,0,0,0,Residential
966,Approved,One Property,1,0,0,0,43.5974303,-79.50627914705882,Etobicoke York Community Council,44101,0,0,0,Residential
967,Approved,One Property,1,0,0,0,43.7393819,-79.5665177,Etobicoke York Community Council,32815,0,0,0,Residential
968,Denied,One Property,0,1,0,0,43.72354483333334,-79.2356695,Scarborough Community Council,44718,0,0,0,Residential
969,Denied,One Property,0,1,0,0,43.6400048,-79.53923444345169,Etobicoke York Community Council,52787,1,0,0,Commercial Residential
970,Denied,One Property,1,1,0,0,43.71072982,-79.52339786,Etobicoke York Community Council,39003,0,0,0,Residential
971,Denied,More Than One Property,0,1,0,0,43.77261146774709,-79.41080513274402,North York Community Council,45326,0,0,0,Residential
972,Approved,More Than One Property,1,0,0,0,43.6676259,-79.45558709001958,Toronto and East York Community Council,33528,0,0,0,Employment Industrial
973,Denied,More Than One Property,1,0,0,0,43.689861,-79.3304738,Toronto and East York Community Council,51846,0,0,0,Residential
974,Approved,One Property,0,0,1,0,43.771342,-79.3218941,North York Community Council,36359,0,0,0,Employment Industrial
975,Approved,One Property,1,0,0,0,43.77979785185185,-79.42536308148148,North York Community Council,34904,0,0,0,Residential
976,Denied,More Than One Property,0,0,1,0,43.6434701,-79.4082484,Toronto and East York Community Council,70623,1,0,0,Employment Industrial
977,Approved,More Than One Property,0,0,1,0,43.69337075,-79.42225125,Toronto and East York Community Council,204521,0,0,0,Residential
978,Denied,More Than One Property,0,0,1,0,43.71763612307692,-79.43632313846153,North York Community Council,48134,0,0,0,Residential
980,Approved,One Property,0,1,0,0,43.72882918709678,-79.40445179354838,North York Community Council,111730,0,0,0,Residential
982,Approved,One Property,0,0,0,1,43.7129816,-79.3597976,North York Community Council,28875,0,0,0,Employment Industrial
983,Approved,More Than One Property,1,0,0,0,43.69036465,-79.4469888,Toronto and East York Community Council,39803,0,0,0,Residential
984,Approved,One Property,1,0,0,0,43.60690643529411,-79.5415359,Etobicoke York Community Council,47709,0,0,0,Residential
985,Approved,One Property,0,1,0,0,43.7127405125,-79.4302640625,North York Community Council,48134,0,0,0,Residential
986,Approved,One Property,1,0,0,0,43.7266469,-79.2241619,Scarborough Community Council,44718,0,0,0,Residential
987,Approved,One Property,0,0,1,0,43.6393623,-79.564663,Etobicoke York Community Council,38255,0,0,0,Residential Apartment
989,Denied,One Property,0,1,0,0,43.72301805454546,-79.44920726363637,North York Community Council,38527,1,0,0,Residential
991,Denied,More Than One Property,0,0,1,0,43.6843181,-79.35663746,Toronto and East York Community Council,44557,0,0,0,Commercial Residential
992,Denied,One Property,0,1,0,0,43.7372202,-79.5653887,Etobicoke York Community Council,32815,0,1,0,Commercial Residential
993,Denied,More Than One Property,0,0,1,0,43.6217296,-79.5224031,Etobicoke York Community Council,52787,0,1,0,Commercial Residential
994,Denied,More Than One Property,0,0,1,0,43.7749807,-79.4145148,North York Community Council,44576,1,1,0,Commercial Residential
995,Denied,More Than One Property,0,0,1,0,43.79222181673672,-79.41510316456883,North York Community Council,45212,0,0,0,Residential
996,Denied,More Than One Property,0,0,1,0,43.7783277,-79.4116495,North York Community Council,45326,1,0,0,Residential Apartment
997,Denied,One Property,0,0,1,0,43.70884454999999,-79.39083520384074,Toronto and East York Community Council,57039,1,0,0,Commercial Residential
998,Approved,One Property,0,1,0,0,43.7430037,-79.3520581,North York Community Council,67757,1,0,0,Residential
999,Denied,One Property,0,1,0,0,43.58961985,-79.54205255,Etobicoke York Community Council,47384,0,0,0,Residential
1000,Denied,One Property,1,0,0,0,43.73501478333333,-79.43158645,North York Community Council,123077,0,0,0,Residential
1002,Denied,More Than One Property,0,0,1,0,43.6587462,-79.43546423098005,Toronto and East York Community Council,40588,0,1,0,Residential
1003,Approved,One Property,0,1,0,0,43.740775,-79.3490344,North York Community Council,67757,1,0,0,Residential
1004,Approved,One Property,0,1,0,0,43.7258089,-79.5054276,North York Community Council,34168,0,0,0,Residential
1005,Approved,One Property,1,0,0,0,43.65812360426003,-79.50555444832658,Etobicoke York Community Council,144642,0,0,0,Residential
1006,Denied,One Property,0,1,0,0,43.70640285106383,-79.38236654255319,North York Community Council,85340,1,0,0,Residential
1007,Denied,One Property,1,0,0,0,43.7501705,-79.3792858,North York Community Council,100516,0,0,0,Residential
1008,Approved,More Than One Property,0,0,0,1,43.65399291111111,-79.36234266666666,Toronto and East York Community Council,58915,1,0,0,Employment Industrial
1009,Denied,More Than One Property,0,0,1,0,43.6461014,-79.377445084414,Toronto and East York Community Council,70600,0,1,0,Commercial Residential
1010,Approved,One Property,0,0,1,1,43.6703387,-79.478144,Etobicoke York Community Council,49709,0,0,0,Employment Industrial
1011,Approved,More Than One Property,0,0,1,0,43.6608846,-79.3578243,Toronto and East York Community Council,34597,1,0,0,Commercial Residential
1012,Approved,One Property,0,1,0,0,43.77336153076923,-79.40760754615386,North York Community Council,45326,0,0,0,Residential
1013,Denied,More Than One Property,0,0,1,0,43.6422106,-79.4117685,Toronto and East York Community Council,70623,1,0,0,Commercial Residential
1014,Denied,One Property,0,1,0,0,43.7029584,-79.4168737625,North York Community Council,85099,0,1,0,Commercial Residential
1015,Denied,One Property,1,0,0,0,43.64484965,-79.51003538873056,Etobicoke York Community Council,64140,0,0,0,Residential
1016,Denied,One Property,1,1,0,0,43.6431335,-79.52430670000001,Etobicoke York Community Council,52787,0,0,0,Residential
1017,Approved,One Property,0,1,0,0,43.69195930833334,-79.44153215833333,Toronto and East York Community Council,39803,0,0,0,Residential
1018,Denied,One Property,1,0,0,1,43.6894122,-79.4344549,Toronto and East York Community Council,39803,0,0,0,Residential
1019,Approved,One Property,0,1,0,0,43.79935797975211,-79.35863629513612,North York Community Council,40442,0,0,0,Residential
1020,Approved,One Property,0,1,0,0,43.69438834,-79.44101044,Toronto and East York Community Council,39803,0,0,0,Residential
1021,Approved,More Than One Property,0,0,1,0,43.6867356,-79.3933388,Toronto and East York Community Council,207903,1,1,0,Commercial Residential
1022,Approved,One Property,0,1,0,0,43.7419295,-79.4348651,North York Community Council,72371,0,0,0,Residential
1024,Approved,One Property,0,1,0,0,43.7151522,-79.37153454285713,North York Community Council,125564,0,0,0,Residential
1025,Approved,More Than One Property,0,1,0,0,43.751944,-79.46529567360363,North York Community Council,29958,0,1,1,Employment Industrial
1026,Approved,One Property,1,1,0,0,43.68539,-79.512581,Etobicoke York Community Council,101551,0,0,0,Residential Apartment
1027,Approved,One Property,0,1,0,0,43.7761001,-79.4074539,North York Community Council,45326,0,0,0,Residential
1028,Approved,One Property,0,1,0,0,43.78112442083798,-79.40370040658173,North York Community Council,45326,0,0,0,Residential
1029,Approved,One Property,1,0,0,1,43.6467517,-79.3768955,Toronto and East York Community Council,70600,0,1,0,Commercial Residential
1030,Denied,One Property,1,1,0,0,43.65666663161534,-79.33944177719351,Toronto and East York Community Council,53803,0,0,1,Residential
1031,Approved,More Than One Property,1,0,0,0,43.7287839,-79.5255421,Etobicoke York Community Council,34168,0,1,0,Employment Industrial
1032,Approved,More Than One Property,0,0,1,0,43.6888254,-79.3945626,Toronto and East York Community Council,114174,1,1,0,Commercial Residential
1033,Approved,One Property,0,0,1,0,43.78885215,-79.44896084999999,North York Community Council,32724,0,0,0,Residential Apartment
1034,Approved,One Property,0,1,0,0,43.73366678571428,-79.40178516190477,North York Community Council,111730,0,0,0,Residential
1035,Denied,One Property,1,1,0,0,43.723153868,-79.25945824,Scarborough Community Council,30974,0,0,0,Residential
1036,Denied,More Than One Property,0,0,1,0,43.7876807,-79.4466247,North York Community Council,32724,0,0,0,Residential Apartment
1037,Approved,One Property,1,0,0,0,43.6439443,-79.52341964109279,Etobicoke York Community Council,52787,0,0,0,Residential
1038,Approved,One Property,1,0,0,0,43.7694555,-79.40217086,North York Community Council,45326,0,0,0,Residential
1039,Approved,One Property,1,0,0,0,43.7695792,-79.4022241,North York Community Council,45326,0,0,0,Residential
1040,Approved,One Property,0,0,0,1,43.7346235,-79.31537272928995,North York Community Council,35786,0,0,0,Residential
1041,Approved,More Than One Property,1,0,0,0,43.65773850793099,-79.46869938901484,Toronto and East York Community Council,57465,0,0,0,Residential
